age,weight_kg,height_cm,gender,activity_level,bmi,calories_needed
20,107.56753931719406,181.77234436647518,0,1.2,32.55559349419172,2513
18,80.16034640766233,190.6757241302625,0,1.375,22.047978489955845,2307
22,112.77000028880856,167.24205854091153,1,1.2,40.318333463182164,2757
43,54.989618903861476,177.07508545684743,1,1.9,17.537423506472702,2793
31,116.82620210233152,186.57637687654343,1,1.2,33.560386049720535,2724
56,95.82851570019437,171.64872235381398,1,1.375,32.5247233376845,2516
44,76.60521562560437,161.72472513597182,0,1.55,29.28906419851976,2404
26,63.80078886010141,173.99803861054994,1,1.2,21.073532585041118,1938
32,83.542826061052,157.20890082972113,0,1.725,33.802973108731024,2785
32,63.61908262297107,192.69533816009107,1,1.55,17.133456504332912,2573
43,61.64321254201995,157.99284820779891,1,1.725,24.695078280830824,2456
59,93.2146230189082,172.53826861002312,0,1.725,31.312170722502234,2883
30,86.61593072072493,176.19525044354106,0,1.725,27.900332681744242,2906
49,96.90672242276592,194.41215329149142,1,1.2,25.639354322535432,2422
56,115.07241141953925,161.64087294571442,1,1.9,44.042183264261276,3912
49,87.25821493373282,159.57726074449434,0,1.55,34.26607117160457,2334
21,90.66524372839584,155.34824588250174,0,1.375,37.56886942123978,2404
47,56.27384374084595,161.2228574747721,0,1.9,21.649773238732124,2462
54,100.23450501360406,163.2909191627067,0,1.2,37.59180530115082,1883
40,77.99336447629094,180.2232376633237,0,1.725,24.012428268099224,2687
56,118.37076670638052,163.78827161565602,1,1.375,44.12440484047845,2940
62,107.62218109169622,155.820832589173,1,1.55,44.32520452249515,3010
32,86.57367283612828,188.06473382009955,1,1.9,24.477728608001893,3692
60,58.62558579205162,169.62382804015868,1,1.9,20.375743980958205,2647
46,110.15910552964124,169.14786746322935,0,1.375,38.502359728796726,2462
53,105.98467667968151,167.09916116671707,0,1.2,37.957232474843714,2088
30,62.92095906759231,194.01493108585683,0,1.55,16.715717622200955,2263
49,70.66948024542171,161.80461669237127,1,1.375,26.99293315894186,2049
24,105.53850807034861,190.9295225581294,0,1.725,28.951080534357892,3509
39,62.965991258318674,186.07213328559553,0,1.55,18.186258974459154,2372
45,114.24267424199641,158.05919821997253,1,1.9,45.72869540290894,4026
19,79.71691976374534,194.46916406003396,1,1.375,21.078951987664883,2847
59,56.09272738113611,165.85463854156043,1,1.9,20.391600437675873,2568
62,107.10240504529966,158.9433170808965,0,1.9,42.39500380987767,3107
23,76.14567781268713,188.17256936503037,0,1.9,21.504662303319822,3048
45,86.85494359076466,183.267021347108,1,1.2,25.859843959955324,2304
45,57.86130410878534,179.68875223511603,1,1.9,17.920347703451053,2814
61,50.180881039148765,161.23923454795732,0,1.725,19.301756235487343,1946
61,94.65896440553084,174.13984465023847,1,1.725,31.215151240969686,3241
37,86.06226192336122,186.22224107548854,0,1.55,24.81702159180434,2457
47,91.5476998386203,167.1449575257536,1,1.9,32.7688257186444,3524
28,105.56206952663614,167.46759314060165,1,1.9,37.639716059962424,3980
45,95.26241393960021,155.1256362419249,1,1.375,39.587167692435216,2452
42,62.2341409979164,161.96973606581517,0,1.2,23.722527047655873,1555
56,75.25407633774199,190.01622500487338,0,1.55,20.842444702471443,2338
50,113.41237733514322,172.66985966550828,1,1.9,38.038850289922955,4035
18,103.89612901761753,194.36937996937735,0,1.375,27.500694921601323,2559
44,88.9645940555702,170.8283185429517,1,1.2,30.485791081102906,2258
30,67.89514984664906,183.60745819120964,1,1.55,20.139937308981516,2768
58,71.14423512843565,166.27676171618916,0,1.55,25.732181073221124,2173
20,101.23706473099442,169.55238564563734,0,1.9,35.215327782939404,3606
56,109.58219825969395,162.6290395036358,0,1.55,41.43275521846637,2782
23,96.99972686714301,168.8824947399758,0,1.375,34.00957774342506,2392
25,106.66709830379092,176.88950081682572,1,1.55,34.089950318443925,3498
44,103.66592946402842,194.67091523916997,0,1.725,27.354822715701253,3130
26,60.47927775698704,181.5680685228714,0,1.375,18.34541957251048,2088
54,79.67613690393114,162.96983817633256,1,1.2,29.999485088643993,1950
50,60.70886605799939,156.79845766366205,1,1.2,24.692698184164136,1581
59,66.46649093613894,160.05425925258044,1,1.9,25.945872492474184,2792
61,110.84817372557367,177.5022080509219,1,1.9,35.18204036842497,3975
41,83.10243759432275,185.60641315267065,0,1.725,24.122805030967722,2730
32,87.47506712898625,192.6167682920299,0,1.2,23.577410252101092,2017
49,62.49121756594405,155.63292687987283,1,1.2,25.799780819100544,1619
49,71.85902502341573,175.9104056624748,1,1.2,23.221927251763045,1860
41,66.11723178995089,173.83469424892706,0,1.2,21.879719300068754,1665
58,64.43303151628984,181.24220087902816,0,1.55,19.615072170039078,2128
29,94.6572555321179,177.38315417861367,0,1.375,30.083555437146423,2407
56,67.98186933520003,182.48156602329922,0,1.375,20.41526886215669,1888
19,94.24108402142929,181.3233033899676,0,1.725,28.663751359337226,3222
20,54.091822987598775,159.68046899431783,1,1.55,21.2142664446654,2111
54,59.92420754689713,186.9887165447488,1,1.2,17.138448275583357,1802
34,69.21781778000877,159.92930302865298,1,1.2,27.06211991074357,1896
19,91.79328418269841,182.94122500836548,1,1.9,27.427595922189575,3889
19,97.30888715611631,171.64581470562428,0,1.9,33.028288479477915,3443
45,80.9901876745669,175.55402938306392,1,1.725,26.279118987103605,3019
40,81.20536402040602,191.13192057502843,0,1.2,22.228915242565634,2040
54,100.71617959790326,190.59534905893946,0,1.725,27.725197351478194,3063
49,51.10747642359077,187.71425222620118,0,1.55,14.504071816884643,2151
50,73.87630171319543,175.40593521825292,0,1.375,24.01134994471554,1965
18,107.3094939983463,184.44959240535331,0,1.2,31.541529365326834,2431
36,92.22535871493605,175.5158822207524,0,1.55,29.937636462973643,2523
19,73.60589929287943,189.7842432989911,0,1.2,20.43583172639562,1951
61,113.38673546307717,171.111033329316,1,1.9,38.72631945662458,3919
43,104.08359092145677,193.80941377659508,0,1.725,27.709745133195593,3195
49,68.54268130657134,192.2929103291551,1,1.9,18.53679062436167,3183
23,95.17028862680019,184.66410477807142,1,1.375,27.90849494854497,2841
49,91.70255097322696,166.17663536704288,0,1.9,33.20790623925882,3089
21,78.08315398272879,160.26614355173032,0,1.2,30.400013317042724,1859
28,75.68692554433605,189.1881380037279,1,1.9,21.146235205970346,3452
34,74.04923323429928,161.61209144551844,1,1.2,28.351292635859206,1994
55,93.20090483769528,189.17043155989342,1,1.375,26.044355783983313,2539
41,80.96869555364687,174.63060026849442,1,1.9,26.550728939606785,3453
22,108.23041792759955,171.26227135232418,0,1.725,36.89996348717394,3244
51,96.87218312937733,191.12763115337717,0,1.725,26.518694052133263,2955
23,54.89521239966039,179.1540393016111,0,1.725,17.103353062064972,2426
39,94.81177566797163,178.06456028518872,1,1.9,29.902486094133724,3915
28,68.98032055501294,177.3506377849759,0,1.9,21.931063834797673,2997
33,91.49683941573959,169.84678064078125,1,1.9,31.716952628322066,3797
50,97.6092351772416,186.4257241411651,0,1.2,28.08531068063815,2046
26,66.15804324078084,165.11193776063092,1,1.375,24.26753713837169,2137
23,81.9801051416258,192.555798401651,0,1.725,22.110332262830024,2935
33,63.32274039733475,190.75940820187844,0,1.2,17.40154338162625,1802
46,53.66372130505558,168.49921302699593,1,1.725,18.901010866489855,2402
20,76.49334964401083,184.17855079326654,1,1.2,22.549949638034313,2285
37,75.40609902921943,177.92892777798366,1,1.9,23.81844203120432,3228
53,119.68363434929799,168.50597207996938,1,1.725,42.150640051174385,3751
36,81.24466458383495,194.54086591981786,1,1.9,21.46708919569113,3571
43,73.34986846305402,156.00949383393058,0,1.725,30.136810255844495,2497
20,90.63325047016723,165.10584122485147,1,1.55,33.24778207071293,3116
36,56.21371758754379,175.80296244444602,0,1.2,18.18820872048133,1682
37,117.31660151683693,175.87812013914257,0,1.55,37.92589545446742,2995
49,94.44720319137232,178.55732299782255,0,1.2,29.623322700314944,1829
24,102.83864739585934,185.06704688091676,0,1.375,30.026047405049287,2430
58,61.933455672174226,179.93911322077184,0,1.725,19.128202514856522,2277
50,78.66344971036428,179.01125842112148,1,1.375,24.547784207282902,2369
57,79.58823793773327,157.14057851652174,1,1.375,32.23088230595266,2279
56,107.52645107307607,170.06121151157194,0,1.2,37.179605283014574,2077
35,50.08656758315866,164.28222958804625,0,1.55,18.5583813212173,1887
57,71.05971758472785,165.61480446407901,1,1.9,25.907479594681938,2924
18,118.68654620410128,177.1734989736138,1,1.2,37.80976410774683,2910
28,83.2420580454353,162.98021259718433,0,1.9,31.338127924896767,3009
45,76.77683961708058,166.75796404067592,1,1.375,27.609405982291765,2155
42,58.38803014123524,164.4833883406936,1,1.9,21.58140604511667,2707
40,118.19152400396109,192.94011772872778,1,1.55,31.74981903355751,3692
48,51.40184491480771,192.7866292868438,0,1.2,13.830086191614024,1495
47,101.60261575050701,179.39766234384206,1,1.55,31.56976359027379,3227
59,103.8019863351956,191.980898749276,0,1.55,28.163694401118477,2759
52,67.05597012447066,186.43250581873494,0,1.2,19.292751755329835,1707
24,97.00909105291261,178.59791531207236,0,1.55,30.413028214796938,2781
33,56.505040106557296,155.25740845987184,0,1.725,23.441344754345163,2332
43,67.9933086502456,185.90065144317617,0,1.725,19.67452933691242,2558
19,105.15313918045855,183.09953366353875,1,1.725,31.36517868295266,3855
18,110.52803344234782,179.61014613129657,0,1.9,34.26184220138881,3685
29,92.59404888618539,185.41697246729888,0,1.55,26.932961108369422,2761
22,85.47869022743379,175.51688659099062,0,1.2,27.747256304949783,1861
54,61.15128144332862,183.16333085285356,1,1.2,18.227558341176508,1701
49,54.41763231554051,192.40688346905972,1,1.9,14.699360182731075,2833
26,58.235431993149106,170.03220063384344,1,1.2,20.143036980475404,1941
58,65.91501100672691,183.32487339602503,1,1.725,19.61288769095229,2707
52,73.91721513278446,174.02751272043835,1,1.55,24.406739738150783,2580
36,76.66366678576911,181.97598607255927,1,1.2,23.15055594517623,2151
33,74.24252380123025,185.51573342217458,1,1.2,21.572040729766705,2060
20,66.7338732538086,156.81810001743185,0,1.375,27.13650775147781,1997
37,85.68069727261887,180.86401775794647,0,1.375,26.192602002386966,2095
41,107.77002757630278,164.06964737627777,1,1.375,40.03515410890329,2973
50,69.57924769300355,181.80130151230267,0,1.55,21.051631183387336,2163
41,115.96709133715632,173.73320743735255,0,1.725,38.4210375945355,3201
28,111.13356632066935,185.94210967459549,1,1.725,32.143246813733036,4070
25,61.32349479464767,159.93603260822385,0,1.725,23.97365547493296,2289
53,105.03931697299662,180.0528940662478,0,1.55,32.40049732166001,2613
55,90.22111676224367,166.1388291571021,1,1.55,32.6863109205877,2783
57,89.6602753519993,189.11927981322367,0,1.375,25.068506307826997,2263
37,77.37299341407221,192.1353402254523,1,1.2,20.959209162855664,2198
52,85.08070994274068,194.85593174716223,1,1.9,22.40803856015907,3546
42,77.80251442004477,186.84029609709134,0,1.9,22.287047516674697,3073
52,87.781283313196,185.1493628171202,0,1.2,25.60692810461228,1980
42,93.9565036940845,163.62003035470204,0,1.375,35.09570005059759,2297
46,97.20126644863339,168.44028235960434,1,1.2,34.25941965904577,2387
35,87.27368347915983,173.6273016704912,1,1.2,28.949913757974752,2246
63,100.49954471301122,185.93524191128998,1,1.9,29.06970790693149,3915
35,59.88946344928541,191.59863460311874,0,1.375,16.314193256000994,1800
19,64.8387743631567,162.56556400091938,0,1.55,24.53452682986538,2392
52,107.31145028519892,191.89469938680412,1,1.9,29.14205054314959,4160
33,72.57695844924906,182.8249860941623,0,1.55,21.71339164083383,2410
58,51.60256774832842,179.43082922740155,0,1.375,16.027920672517745,1696
53,60.765380476762175,162.99365085127758,1,1.2,22.872563739405827,1648
50,65.65301041474179,157.221001312366,1,1.725,26.56033381269379,2569
21,117.0126021526211,177.7385959403176,0,1.725,37.039843853475666,3428
50,90.11290002515945,181.0606273331557,1,1.375,27.48773307705549,2527
31,115.29115183333784,163.43125797418753,0,1.725,43.16440223046554,3325
38,90.26143453476375,177.25824823301826,1,1.55,28.726937230374286,3122
37,83.55481080964962,189.25973611050296,1,1.725,23.326791081717136,3133
25,71.96093838358672,188.4026378182008,1,1.375,20.273225912067662,2683
24,92.44596611033629,192.0942072234519,0,1.375,25.052982116821482,2383
20,59.74386172322709,169.6354323822752,0,1.55,20.761568036588994,2153
34,112.87831391048942,167.72198290203676,1,1.725,40.126431328401004,3716
50,108.05326835988986,184.97704023923234,1,1.725,31.579282292929868,3691
29,72.22720135137159,172.2444962038802,1,1.2,24.345016878023454,1959
39,116.6958269320906,158.50194656111123,0,1.9,46.45004355449691,3420
39,107.76405371908977,166.31204522681998,1,1.375,38.96067845765736,2844
63,96.64148200845278,171.74329142125956,1,1.2,32.76453567420006,2230
47,58.523333778769235,166.70065701905008,1,1.375,21.059809320350094,1951
55,83.47638161336506,168.28822283789287,1,1.2,29.475159736203093,2141
55,85.42752883927255,166.75103624697562,0,1.9,30.722797674683846,2977
62,66.27859508557661,156.6599666873232,0,1.2,27.005811647910793,1614
25,55.59757760515114,180.4837880329777,1,1.375,17.067875834344367,2120
44,104.37065413301849,178.89169681413878,0,1.725,32.61354729476468,2916
44,58.54245364870765,181.13533993914723,0,1.375,17.84286295418538,1720
51,91.60035253932423,162.6923958413451,0,1.55,34.606895034538056,2527
38,115.55144217185624,166.82618166449942,1,1.55,41.51900629917851,3510
47,111.32736348186297,179.7846370777969,0,1.55,34.44266665830936,2787
50,69.44268366244827,178.98510273839685,0,1.55,21.67667795320696,2097
45,109.60140462858857,175.25321237417072,0,1.9,35.684872175497524,3353
64,50.02327542843426,169.0165300004079,1,1.725,17.511113492333536,2094
50,51.238146672928,191.5172401909876,1,1.725,13.969397098457582,2446
22,92.17872146900055,168.59080969195375,0,1.375,32.431190197166444,2458
36,75.53587534011706,173.22476625749007,0,1.2,25.17290277138683,1796
21,77.0522588811403,182.12455323816835,1,1.375,23.22995541443139,2559
52,89.51087634752177,176.72085723467058,1,1.375,28.661584113352834,2620
34,63.42477189143024,168.87543905457542,0,1.375,22.239546736779335,1768
61,64.82287454658348,172.4257916182604,0,1.375,21.803380236981315,1836
45,83.92211109132053,186.77923271414025,1,1.725,24.055767972450127,3170
47,102.79774810407041,166.1251662194645,1,1.2,37.24883927553683,2452
46,93.36484259853114,160.69020959107263,0,1.375,36.158011200643315,2254
63,70.81485337657872,167.5265280731911,1,1.725,25.232320028155744,2503
23,80.12360242562448,188.98136861951605,0,1.375,22.434814738718117,2261
52,61.94653309849989,158.55958859425385,0,1.55,24.639505357980514,1809
58,55.22408700359572,194.66784293489806,0,1.375,14.57270291872979,1861
54,104.78872285209044,176.6401159571065,1,1.375,33.584266306207205,2815
41,68.57711864317362,194.39382975868375,0,1.9,18.14739456732241,2974
46,62.44364714958738,192.5598568834391,0,1.55,16.84056864729141,2172
63,98.41326388985236,173.11254856843667,1,1.2,32.83949993392604,2329
48,93.26361720010301,162.93964298421398,1,1.375,35.128429546043336,2454
52,94.32327382094249,161.59539106260553,0,1.2,36.12109657359707,1697
50,66.02262233926295,164.5995745547983,0,1.55,24.3688678769119,2087
38,66.28518769938766,183.4053056225815,1,1.375,19.70573782794809,2210
49,65.45618408499475,165.9179997892595,1,1.9,23.77736237287645,2734
40,62.162681696360615,168.65701078417194,1,1.725,21.85349706786076,2665
50,95.90065707931595,172.95115215978458,0,1.9,32.06082279952269,3238
20,109.3611119674581,191.52930721685826,0,1.9,29.812091250454365,3743
35,100.70222287736628,162.57573671539384,0,1.725,38.10022985818297,2971
42,105.44655436323802,155.20106210439212,1,1.725,43.77669947835611,3467
59,78.33589003596398,157.4038564151268,0,1.725,31.617683321180603,2369
48,95.78530567603987,191.1906536672047,1,1.375,26.203878283578785,2817
20,74.79653683113422,180.90065859373453,0,1.2,22.856050873316317,1812
57,86.7853235378048,165.92162477311228,1,1.2,31.5239262750403,1982
63,83.71443925744036,162.08770004044766,0,1.725,31.863997027077875,2439
41,62.38210016006981,166.77066946548456,0,1.9,22.429554486311073,2634
49,77.09551322349415,159.5918770900512,1,1.55,30.26965967573365,2469
64,117.46755928376457,192.66131641137764,1,1.725,31.64673412249467,3944
39,67.40061804004594,186.36824697461068,0,1.9,19.40528558512761,2875
40,59.36626153956421,173.49564707650163,1,1.9,19.722525897441248,2765
19,79.30064351367547,189.59850420460808,1,1.375,22.060070603982474,2735
44,105.32364151021036,164.9783281717293,0,1.375,38.69653418034548,2362
59,90.75037608459806,183.68482273888773,1,1.2,26.89687883188896,2258
19,97.66823790667712,189.24529996054974,0,1.2,27.27113089037341,2293
43,63.2786393722274,169.2707484649309,0,1.55,22.084791488234952,2214
34,93.3263735105405,185.29857781802872,1,1.55,27.1806737725147,3170
57,72.64502764380316,166.80289397057237,1,1.55,26.109510569658376,2512
50,108.40123561683373,166.95428541036122,0,1.55,38.89010273420005,2748
26,94.05091642075153,159.28228714216743,0,1.9,37.07046770294403,3237
60,63.91993944427071,172.60232186037595,0,1.9,21.455719741107725,2471
56,54.52316758908603,184.1884762598969,0,1.2,16.071490967607314,1485
46,52.98432465009229,192.6088322228514,0,1.375,14.282196593103341,1869
59,75.99859973550986,179.15187967716383,0,1.375,23.678972446634464,2001
43,68.60957956580194,189.52542150942955,1,1.725,19.100723402919765,2906
52,95.22630864237556,187.89978597160908,1,1.9,26.971455205643398,3782
42,84.95336844850328,161.93372211901124,1,1.55,32.39709032058321,2756
41,68.62134946037665,174.43269715650527,0,1.55,22.55295545616936,2400
30,60.44664445651233,159.67694142101567,1,1.725,23.707610676632886,2535
24,58.903983388121475,182.2861264624654,0,1.375,17.727089290868477,2032
53,110.52622744982924,192.99598672984303,0,1.55,29.67350108464749,2830
62,67.0434577883407,160.48357832315025,1,1.375,26.03126099189234,1734
37,95.61974535376778,184.35532523210165,0,1.725,28.13430613164714,2990
18,106.74801495903864,180.28952603471444,0,1.375,32.841184586601734,2558
25,92.98569178293153,178.344201480324,0,1.375,29.23466617815304,2403
63,110.16956621528621,170.60480938753358,0,1.375,37.85115181837753,2365
33,77.46756050699321,169.2052659101525,0,1.55,27.057778077901492,2425
31,116.93555334542638,156.80996756075552,0,1.2,47.55533497504935,2214
29,59.320150292466785,163.71634833008054,1,1.9,22.131871718112087,2825
40,57.15046707602767,155.60707529147308,0,1.375,23.60266835480518,1822
32,96.10845023452104,178.2566842232808,0,1.375,30.246137799835807,2341
45,115.99817989892833,159.23412943511636,0,1.375,45.74871069604921,2353
51,106.62184231454296,189.92077576118865,0,1.2,29.559782301659627,2173
19,55.3491801606636,175.9257208278866,1,1.725,17.883499797430925,2787
